S1,S2,S3,S4,T1,T2,T3,T4
2332,2451,2673,2666,1979,2136,2338,2491
1582,1674,1931,2048,1800,1709,1976,2045
1928,2026,2412,2284,1897,2057,2097,2205
1776,1840,2199,2084,1906,1926,2148,2135
1821,1892,2063,1924,1972,1997,2173,2153
1995,2067,2229,2039,1993,2067,2205,2207
2038,2149,2418,2301,1873,1857,2101,2114
1965,2091,2348,2334,1786,1794,1920,2127
2389,2589,2685,2775,2003,1971,2189,2386
1490,1520,1856,2158,1612,1603,1858,2096
1941,2082,2305,2215,1863,2048,2111,2215
1841,2015,2303,2198,1955,2019,2177,2220
1908,1982,2197,2014,1897,1897,2098,2023
2070,2153,2246,2096,1908,1971,2152,2158
2063,2179,2387,2263,1929,1961,2272,2233
1983,2172,2312,2336,1835,1963,2091,2237
1548,1695,1880,2181,1642,1594,1774,2255
1769,1973,2330,2168,1848,1925,2156,2146
1891,2060,2315,2218,2103,2122,2383,2402
1902,2025,2186,2160,1933,1986,2161,2150
1925,1973,2169,2084,1855,1925,2124,2194
1918,1934,2183,2043,1945,2033,2220,2281
2100,2127,2312,2181,1992,1986,2251,2245
1853,2023,2230,2263,1687,1769,1985,2170
1846,1994,2202,2192,1904,2016,2291,2362
1817,1945,2152,2178,1938,2026,2288,2370
1700,1770,1895,1982,1826,1928,2100,2205
1850,1873,2162,2129,1792,1813,2051,2131
2064,2219,2404,2283,1977,2022,2185,2262
2165,2264,2428,2272,2076,2108,2290,2280
2271,2467,2552,2433,2106,2130,2358,2420
2233,2342,2557,2538,2091,2095,2368,2513
1893,1974,2191,2147,1905,1978,2172,2251
1943,2009,2237,2240,1938,2003,2223,2276
1924,1845,1974,2183,1811,1788,2045,2203
1993,1894,2139,2239,1720,1632,1820,1938
2231,2244,2523,2448,1797,1799,1961,2081
2055,2167,2448,2350,1982,2014,2334,2334
2088,2218,2357,2308,2097,2160,2388,2375
2055,2277,2307,2293,2129,2164,2369,2351
2054,2154,2376,2236,2090,2237,2387,2511
1982,2039,2264,2150,1708,1863,1998,2067
1840,1980,2207,2166,1743,1805,2015,2048
1784,1877,2235,2171,1835,1891,2121,2177
1932,2002,2297,2164,1862,1879,2139,2241
1509,1563,1657,1864,1648,1756,1773,2177
2055,1957,2301,2720,1629,1493,1664,1972
2705,2858,2903,3328,1719,1788,2009,2252
1807,1887,2221,2459,1806,1784,2064,2206
1874,1920,2194,2102,2024,2044,2195,2318
2049,2153,2406,2293,1998,2126,2267,2289
2399,2559,2710,2566,2220,2293,2551,2575
2359,2564,2685,2757,2223,2452,2558,2773
1890,2107,2309,2267,1816,1964,2020,2209
2038,2086,2323,2236,1806,1798,2081,2130
2272,2336,2448,2465,2079,2126,2286,2371
2134,2177,2453,2369,2144,2171,2446,2486
2251,2274,2541,2454,2296,2418,2707,2770
1875,2053,2291,2393,1859,1934,2183,2311
1684,1837,2098,2305,1682,1789,1969,2150
1961,2070,2256,2366,1940,1889,2226,2326
2199,2306,2546,2499,2018,2165,2266,2441
2225,2353,2433,2391,2105,2171,2437,2488
2212,2306,2565,2421,2183,2372,2531,2720
2549,2689,2823,2764,2230,2289,2549,2771
2923,3145,3443,3439,2015,1994,2370,2528
1971,2101,2312,2300,1805,1908,2108,2291
1827,1916,2152,2143,1876,1925,2211,2246
1883,1903,2326,2296,1808,1839,2218,2341
2386,2266,2509,2587,1801,1878,2046,2294
2451,2465,2760,2758,2144,2228,2523,2566
2442,2558,2703,2624,2097,2178,2458,2495
1932,2133,2334,2305,2090,2258,2489,2580
2039,2180,2306,2262,2144,2290,2432,2616
2349,2403,2833,2818,1996,2056,2301,2443
2168,2306,2468,2474,1846,1934,2117,2278
1901,2056,2316,2408,1767,1835,2161,2128
1454,1598,1773,1897,1712,1821,1956,2205
2469,2551,2837,2992,2134,2268,2504,2591
3041,3236,3386,3307,2228,2419,2511,2735
2695,2886,3025,2952,2135,2254,2459,2599
2021,2078,2266,2168,1919,2096,2291,2378
2088,2204,2493,2352,2015,2053,2328,2409
2399,2593,2670,2749,1790,1804,2056,2202
2408,2775,2964,3129,1687,1791,1839,2230
2331,2487,2666,2783,1919,1982,2193,2351
1935,1915,2098,2397,1992,1939,2276,2372
1066,1005,1204,1441,1498,1500,1703,1796
2640,2490,2947,2995,2146,2109,2480,2598
3442,3469,3679,3595,2503,2573,2861,3006
3147,3298,3314,3292,2412,2542,2768,2904
1951,2065,2245,2358,2047,2140,2294,2451
1894,1938,2157,2187,2009,2049,2216,2371
2356,2374,2472,2405,2033,2026,2321,2460
2277,2375,2625,2664,2032,2271,2339,2726
2584,2837,2957,3040,2225,2056,2158,2752
2313,2451,2666,2771,1913,1874,2101,2431
2506,2682,2933,3000,2180,2392,2532,2814
2382,2507,2519,2643,2367,2580,2779,2950
1600,1643,1939,2400,1992,2014,2219,2399
1506,1550,1707,2411,1811,1790,1993,2137
2776,2899,3077,3071,2225,2361,2601,2811
2516,2610,2843,2753,1886,1981,2208,2470
2138,2245,2457,2476,1981,2003,2353,2483
1755,1869,1978,2421,2027,2140,2280,2547
1105,1320,1383,3253,1559,1590,1636,2455
2365,2514,2836,2753,2162,2283,2579,2768
2271,2400,2676,2641,2161,2322,2540,2701
1834,1959,2127,2568,1981,2049,2256,2463
1191,1478,1459,3201,1614,1665,1815,2594
669,1026,703,3895,1192,1312,1174,3401
1760,1851,2480,2514,2239,2303,2607,2751
1974,2047,2294,2350,1974,1985,2384,2499
1820,1920,2292,2507,2043,2118,2358,2537
1287,1460,1675,3075,1658,1724,1868,2561
1925,2064,2554,2585,2177,2387,2571,2776
1978,2189,2455,2435,2057,2170,2404,2553
2058,2177,2474,2505,1944,2081,2260,2422
2755,3092,3219,3188,2209,2286,2495,2771
2279,2494,2768,2789,2116,2249,2524,2644
1996,2187,2467,2560,2159,2355,2541,2719
1916,2081,2302,2492,1954,2066,2272,2454
1531,1809,1887,3021,1904,1959,2062,2545
2801,3081,3254,3208,2231,2348,2634,2765
2313,2509,2715,2692,1995,2194,2393,2578
2000,2215,2387,2541,2011,2153,2359,2514
1387,1634,1783,2727,1690,1695,1940,2307
821,1113,988,3238,1371,1535,1484,2783
2649,2971,3163,3068,2296,2529,2805,2943
2053,2329,2479,2548,2025,2266,2458,2586
2381,2644,2953,2908,2106,2085,2429,2653
2350,2659,2820,2862,2087,2361,2572,2801
2140,2366,2614,2693,2127,2297,2608,2656
1632,1944,1908,2810,1841,2016,2138,2410
2340,2536,2754,2843,2086,2065,2186,2532
2493,2847,3106,3053,1818,1926,2256,2520
2425,2681,2874,2849,1820,1966,2315,2518
2210,2441,2650,2620,1970,2187,2371,2579
2509,2605,2954,2986,1920,2043,2221,2480
2375,2646,2903,2873,1933,2078,2283,2546
2381,2599,2746,2696,1945,2085,2319,2489
1877,2130,2273,2868,1972,2104,2294,2428
2609,2718,3021,3032,1867,1998,2280,2426
2424,2595,2819,2834,1983,2133,2387,2574
2065,2374,2424,2868,1929,2076,2335,2509
2006,2317,2545,2658,1804,1886,2075,2307
2205,2536,2791,2807,2100,2224,2414,2568
2477,2696,2972,2902,2092,2261,2455,2626
2500,2752,2780,3170,1942,2173,2390,2539
1905,2172,2364,2491,1756,1846,2034,2264
2349,2525,2750,2770,1931,2124,2320,2506
2546,2750,3163,3089,2083,2229,2515,2607
1838,1919,2063,2020,1799,1856,1970,2073
1851,1923,1953,2020,1856,1899,2044,2172
2135,2265,2560,2451,1966,2032,2239,2430
2418,2568,2936,2915,1999,2083,2339,2522
2149,2438,2752,3424,1910,2096,2192,2790
2241,2406,2519,2487,1992,2072,2184,2341
1968,1998,2200,2160,1792,1783,1974,2049
1924,1936,2046,1971,1766,1795,1995,2122
1903,2072,2349,2306,1922,2012,2223,2397
2018,2266,2386,2376,2276,2418,2585,2830
1933,2106,2200,2165,1974,2142,2238,2404
1775,1802,1960,1886,1755,1836,1967,2068
1734,1822,1972,1979,1744,1769,1978,2224
1911,2032,2308,2294,2228,2371,2743,2872
1804,1933,2101,2220,2036,2140,2267,2509
1599,1655,1757,2252,1738,1785,2006,2103
1658,1759,1850,2152,1712,1781,1921,2083
1865,2073,2350,2343,1843,1980,2309,2435
775,884,865,1328,888,889,962,1196
835,867,890,1126,912,893,858,1343
760,847,806,1543,941,922,885,1289
906,869,950,1155,916,861,873,1275
776,823,802,1928,868,865,835,1525
1013,1024,964,1354,825,822,837,1657
876,905,909,1444,915,887,909,1216
1021,1076,1089,1379,922,934,910,1268
1188,1577,1544,2494,887,944,840,1869
1731,1953,2262,2868,958,1126,1208,2367
870,942,853,1082,932,980,936,1353
944,907,987,1276,922,918,892,1266
563,799,687,2450,715,803,726,2259
801,790,855,1646,929,839,862,1783
811,866,847,1201,945,899,882,1157
1131,1039,1153,1336,956,900,959,1296
732,887,796,1854,777,858,755,1952
877,846,895,1299,887,821,853,1474
842,896,842,1488,855,890,856,1463
884,921,877,1273,902,865,876,1334
831,1030,871,3074,746,845,698,2548
844,1010,917,1474,867,880,806,1988
879,899,889,1343,919,902,883,1325
848,949,860,2163,922,940,829,2577
870,934,897,1293,1012,960,914,1691
900,886,890,1504,953,923,937,1397
830,895,867,1468,989,914,954,2026
904,904,938,1368,968,958,975,1449
971,1061,1036,1786,1010,954,1041,1687
960,943,935,1545,910,940,999,1866
891,953,871,1310,1018,1037,1057,1571
893,977,937,1466,962,935,1006,1591
999,1039,987,1389,1017,1037,1084,1385
854,850,860,1543,904,913,871,2341
881,923,937,1460,981,953,953,1426
910,925,882,1348,1006,929,997,1445
837,890,897,2276,975,1003,995,1479
969,1019,954,1360,966,935,979,1519
1079,1161,1181,1522,972,1027,979,1526
942,948,946,1359,974,975,983,1665
1013,1049,1021,1445,1031,1034,1135,1386
1562,1565,1730,2224,1128,1261,1328,1673
898,967,955,1269,969,998,996,1494
960,951,978,1518,1046,1061,1051,1581
964,1052,991,1295,1030,1022,1012,1576
947,1144,1089,1814,960,988,966,1432
969,1039,1024,1368,1054,1033,1057,1431
1121,1233,1202,1968,1076,1119,1131,1550
1237,1268,1232,2046,992,1210,1101,2574
935,960,968,1600,1102,1089,1098,2023
994,1016,1070,1369,1111,1099,1067,1418
984,1016,1039,1459,1115,1046,1125,1343
1009,1073,1112,1448,1282,1306,1259,1895
940,969,934,1467,1071,1079,1099,1645
1205,1146,1277,1492,1088,1083,1096,1435
1026,1145,1094,2301,1036,1091,1081,1698
1001,1047,1025,1576,1154,1212,1190,1881
965,988,1000,1523,1147,1104,1136,1604
903,1006,899,1576,1084,1149,1094,1475
1443,1526,1643,2360,1369,1290,1340,1812
1627,2055,1958,2950,1295,1347,1259,2590
1442,1369,1523,2008,1419,1474,1548,2664
1104,1187,1149,1633,1314,1341,1331,1933
1021,1202,1128,1568,1140,1159,1121,1612
1028,1068,958,1657,1090,1096,1062,1568
611,800,663,2627,978,1063,979,1810
1121,1183,1114,1595,1285,1317,1316,1925
1114,1060,1052,1548,1195,1213,1196,1607
1137,1165,1137,1690,1161,1323,1160,2504
1147,1202,1256,1504,1280,1307,1294,1908
1054,1243,1116,1508,1195,1193,1201,1618
1165,1260,1266,1827,1113,1160,1132,1541
985,955,1031,1136,1247,1281,1230,1563
1007,1081,1146,1256,1253,1236,1219,1559
789,910,864,1951,1157,1109,1075,1517
1116,1265,1186,2756,1192,1230,1174,2135
1369,1308,1410,2388,1389,1537,1603,2856
1276,1364,1268,1531,1510,1561,1629,1912
1068,1070,1143,1253,1271,1181,1230,1341
1193,1126,1165,1216,1165,1146,1127,1343
926,990,990,2010,1115,1109,1094,1521
1109,1126,1127,1583,1344,1341,1373,2202
1244,1305,1233,1528,1477,1517,1517,1637
1210,1228,1265,1561,1347,1353,1372,1572
1081,1179,1213,1539,1379,1407,1401,2106
1113,1134,1082,1504,1285,1270,1257,1714
1013,1061,1031,1643,1375,1352,1324,1662
783,877,799,2267,1272,1245,1334,1903
1128,1231,1217,1827,1155,1299,1211,2658
1082,1051,1068,1539,1272,1326,1281,1923
1098,1091,1084,1430,1233,1283,1242,1729
1054,1064,1077,1544,1321,1318,1298,1792
1023,1040,1034,1484,1269,1226,1228,1732
793,837,756,1863,1206,1211,1116,1595
1009,1040,1051,1525,1232,1241,1213,2523
1024,1089,992,1490,1235,1249,1192,1696
1086,1157,1100,1457,1242,1253,1187,1660
991,1107,1103,1868,1179,1177,1078,1626
974,1072,1006,1354,1306,1275,1227,1707
945,1016,926,1455,1221,1176,1134,1553
1129,1139,1182,1471,1396,1392,1403,2047
985,1041,964,1430,1263,1259,1204,1716
961,951,944,1409,1228,1181,1142,1506
670,767,630,2258,1084,1076,993,1686
980,1059,993,1985,1115,1178,1114,2925
971,1035,1009,1462,1298,1366,1294,1928
1026,998,1012,1402,1303,1221,1252,1664
938,944,868,1446,1216,1178,1102,1576
999,1035,1007,1442,1241,1289,1215,1884
951,1074,1012,1407,1275,1216,1171,1641
829,927,865,1400,1214,1184,1106,1553
567,777,558,2671,1077,1057,943,1835
977,1030,967,1480,1245,1204,1175,1658
1058,1147,1085,1563,1288,1224,1195,1598
1013,1066,1005,1708,1171,1188,1071,2581
996,1032,960,1382,1288,1238,1213,1825
990,1032,1011,1436,1208,1223,1246,1581
821,926,786,1797,1176,1182,1147,1599
886,1099,1000,2820,1199,1268,1151,1967
990,1032,980,1460,1284,1223,1207,1727
1003,941,989,1310,1208,1218,1167,1626
778,811,733,1947,1196,1144,1143,1579
999,1077,1048,1392,1498,1505,1457,2041
983,979,1000,1428,1297,1267,1255,1627
1111,1178,1038,1373,1279,1314,1199,1710
967,1057,1093,1805,1212,1155,1101,1568
826,1133,868,3170,993,999,849,2395
1038,1050,1023,1405,1223,1248,1223,1572
950,955,918,1397,1226,1221,1224,1654
1070,1040,1133,1195,1435,1436,1527,1701
1037,1089,1054,1220,1322,1231,1253,1523
910,968,899,1487,1220,1210,1162,1490
690,830,674,2456,1155,1094,1041,1815
1121,1104,1129,1242,1276,1310,1207,1467
906,955,939,1509,1218,1162,1222,1417
938,993,902,1709,1150,1200,1041,2666
981,1013,995,1442,1287,1289,1228,1809
963,968,995,1304,1258,1252,1214,1638
1196,1136,1146,1589,1352,1234,1263,1463
1268,1424,1270,2547,1124,1134,1047,1858
918,986,988,1469,1250,1238,1181,1777
946,943,966,1392,1260,1204,1216,1766
770,822,737,1786,1215,1181,1117,1526
982,1048,963,1471,1258,1186,1202,1646
983,1037,1058,1469,1185,1214,1156,1667
901,997,957,1873,1213,1162,1161,1607
448,889,659,3068,1015,1032,886,2179
978,1098,1053,2255,1123,1286,1139,3125
1009,1079,1064,1553,1274,1344,1280,2068
987,986,1072,1428,1243,1237,1285,1521
941,937,973,1496,1207,1162,1203,1548
1029,1026,1104,1420,1287,1248,1332,2052
1102,1113,1044,1515,1264,1257,1260,1683
1258,1260,1120,1471,1246,1240,1211,1575
943,1187,963,2009,1171,1222,1087,1675
1013,987,1174,1313,1391,1339,1356,1541
883,965,992,1466,1296,1229,1197,1614
786,905,839,2401,1392,1244,1375,1752
1108,1080,1115,1770,1265,1297,1257,2605
1001,1145,1051,1505,1396,1363,1310,1873
962,1076,1124,1590,1344,1289,1247,1746
731,809,798,1587,1311,1255,1177,1571
453,693,494,2751,1128,1013,998,1917
812,1121,989,3490,1038,1188,949,2710
950,982,1118,1438,1286,1273,1320,1855
1064,1172,1219,1605,1248,1209,1201,1554
1044,1084,1123,1726,1188,1122,1208,1589
974,968,1003,1362,1195,1196,1184,1546
1252,1245,1458,1667,1352,1293,1318,1560
1656,1896,1860,2411,1336,1297,1304,1958
1178,1248,1147,1666,1394,1548,1449,2256
1000,1058,1083,1590,1310,1288,1327,1684
962,987,995,1459,1230,1170,1204,1586
699,799,705,1959,1139,1153,1083,1496
1094,1312,1198,2549,1386,1404,1427,2086
2377,2451,2737,3084,1757,1818,1994,2540
1130,1133,1035,1682,1325,1357,1314,1689
918,874,839,1475,1254,1172,1206,1641
596,697,591,2165,1124,1085,1002,1576
1118,1227,1224,2275,1169,1323,1297,2878
1127,1117,1158,1570,1359,1402,1373,2257
1057,1236,1105,1570,1358,1333,1312,1681
980,1074,1009,1654,1237,1191,1204,1620
582,737,502,2552,1087,1060,970,1757
642,960,732,3590,932,946,747,2611
1266,1271,1243,1717,1363,1393,1375,2148
1070,1123,1229,1495,1345,1335,1315,1779
953,1035,1057,1692,1230,1221,1242,1619
1243,1256,1216,1517,1481,1474,1482,1885
1243,1133,1226,1517,1370,1317,1349,1611
1056,1220,1223,1953,1216,1245,1188,1853
1024,1101,1187,1356,1587,1628,1608,1894
950,930,962,1073,1367,1271,1333,1405
1038,1089,1214,1032,1380,1327,1401,1520
1098,1236,1226,1790,1445,1450,1491,1814
1073,1185,1074,2554,1381,1383,1433,2014
1312,1466,1617,2110,1334,1424,1352,2202
955,1079,1052,1438,1306,1356,1312,1660
1114,1077,1102,1440,1327,1236,1303,1435
1199,1194,1214,1670,1331,1365,1345,1534
887,1076,990,1915,1184,1237,1175,2670
985,1056,1059,1496,1321,1269,1266,1825
1040,1081,1038,1591,1237,1256,1265,1590
917,973,942,1963,1340,1308,1370,1771
1093,1215,1047,3066,1296,1400,1411,2243
992,1075,1095,1703,1354,1297,1349,1985
1092,1140,1070,1686,1277,1222,1254,1835
981,955,871,2255,1257,1215,1246,1780
845,917,900,1695,1039,1081,1041,2475
981,1081,1063,1422,1181,1244,1190,1746
898,1127,1004,2238,1255,1221,1165,1801
501,750,554,3443,1120,1175,1057,2603
906,1006,982,1308,1195,1210,1157,1754
888,1038,1146,1314,1238,1228,1185,1549
1205,1289,1342,1778,1463,1359,1432,1802
805,912,766,2078,958,1056,880,2648
887,926,926,1313,1152,1150,1114,1949
864,928,874,1362,1208,1180,1124,1441
711,868,822,1983,1196,1187,1232,1700
845,1129,1036,2742,1421,1562,1517,2164
903,940,898,1481,1104,1079,1048,1945
843,917,869,1380,1191,1209,1130,1544
864,897,905,1329,1150,1061,1139,1655
675,841,699,2068,1101,1115,1069,1588
925,1009,953,1451,1075,1099,1015,2027
806,899,927,1403,1111,1088,1091,1664
923,968,937,1382,1153,1177,1116,1531
723,791,758,1588,1087,1051,1024,1670
908,946,996,1447,1086,1114,1101,1878
892,979,953,1406,1163,1155,1122,1500
618,847,664,2583,1036,1093,965,2106
825,959,816,2054,979,1078,963,2784
951,935,945,1549,1102,1147,1042,2008
901,948,948,1581,1171,1149,1128,1617
806,871,803,1740,1135,1104,1096,1419
624,808,668,2385,1066,1073,990,1973
940,1050,961,1481,1147,1187,1100,1986
868,983,1228,1468,1183,1170,1141,1565
839,1004,1240,1666,1131,1145,1153,1625
520,722,588,2254,1025,1045,1003,1899
343,566,323,3105,899,938,785,2554
965,1054,1002,1421,1204,1201,1149,1516
961,965,1159,1454,1205,1195,1219,1624
1141,1367,1317,1957,1259,1369,1235,2769
937,1000,966,1446,1139,1173,1075,2082
913,1056,993,1332,1280,1224,1144,1642
924,983,948,1531,1250,1249,1152,1621
763,875,837,2295,1288,1308,1234,1902
1083,1066,1092,1104,1412,1387,1453,1719
888,959,910,1078,1240,1176,1135,1525
948,974,1009,1517,1212,1163,1160,1504
890,900,940,981,1290,1219,1202,1241
1043,1019,1011,1044,1233,1159,1148,1325
1410,1534,1586,1905,1204,1206,1175,1677
802,844,914,1161,1229,1145,1163,1336
1498,1560,1634,1945,1299,1303,1310,1350
2236,2322,2390,2407,1692,1684,1713,2147
660,979,833,2401,984,1085,970,2786
859,968,899,1667,1063,1130,1029,2245
953,1001,945,1290,1199,1203,1157,1713
853,937,869,1497,1165,1152,1158,1485
866,990,858,1757,1118,1156,1042,2240
933,1001,959,1288,1236,1210,1161,1684
919,1049,921,1449,1193,1195,1153,1405
722,896,832,1809,1071,1078,1061,1623
783,925,895,1779,1026,1163,1006,2506
834,943,870,1726,1105,1124,1074,1446
544,840,696,2688,1009,1058,965,2176
950,1031,1018,1536,1129,1196,1098,1721
960,1020,1011,1401,1178,1191,1164,1529
941,1029,981,1614,1173,1165,1125,1446
1070,1083,1068,1642,1208,1175,1145,1510
1181,1137,1086,1557,1151,1175,1177,1582
886,1090,1017,2403,1132,1181,1100,1912
1122,1174,1215,1540,1204,1167,1201,1557
1076,1254,1257,2206,1158,1231,1157,1856
815,1157,1127,2946,1035,1120,971,2759
1859,1952,2111,2081,1248,1252,1313,1787
1576,1822,2033,2703,1084,1169,1062,2600
1584,1844,2092,3058,1051,1204,1064,3141
309,735,282,4535,667,954,594,4258
241,718,229,4601,694,962,609,4180
267,720,243,4650,706,974,633,4100
270,748,271,4691,711,947,631,4042
311,837,427,4431,736,973,644,4029
456,893,591,4263,786,1030,809,3694
304,828,316,4543,570,969,528,4506
266,754,238,4424,602,954,507,4380
245,731,216,4542,616,925,493,4458
268,759,246,4695,623,935,537,4556
244,740,244,4806,697,992,577,4428
253,712,232,4734,761,967,695,3752
380,882,438,4560,590,998,510,4774
293,821,319,4618,604,983,494,4654
267,772,262,4598,600,952,478,4627
251,811,243,4745,588,972,454,4761
245,789,211,4982,585,982,470,4844
206,720,219,4712,608,934,533,4534
320,757,394,4186,701,916,737,3439
284,868,436,4361,644,982,578,4263
334,884,362,4550,627,977,511,4672
310,893,397,4720,626,1010,508,4811
377,860,404,4541,604,987,507,4754
293,843,321,4674,634,968,486,4868
259,768,214,4922,595,949,470,5083
248,727,173,4840,585,908,454,4735
222,740,217,4863,637,949,575,4299
178,691,171,4871,600,918,506,4654
218,728,165,4988,620,926,506,4826
209,800,216,4977,628,979,526,4887
274,744,276,4651,633,948,549,4537
302,739,298,4225,601,950,505,4482
296,705,278,4316,598,943,436,4903
290,716,192,4311,568,878,429,4697
232,688,187,4434,602,889,451,4676
269,740,241,4747,614,920,512,4810
289,745,275,3899,603,911,537,3776
226,650,220,4210,586,864,450,4078
151,637,162,4837,576,865,434,4575
226,700,160,5159,578,914,462,4927
222,750,140,5157,586,969,439,4977
240,687,179,4495,582,891,459,4387
256,636,181,4044,544,899,446,4157
244,668,187,4080,573,894,395,4375
243,670,176,4021,559,870,421,4297
224,640,151,4305,586,883,443,4438
235,718,177,4788,594,893,448,4789
245,656,241,4091,568,911,492,4029
211,641,177,4588,540,880,456,4381
195,745,165,5055,549,909,430,4799
233,784,158,5247,552,931,431,5016
192,730,121,5071,537,918,423,4826
193,674,163,4247,554,855,400,4159
209,638,149,4221,555,862,420,4199
284,679,191,4331,564,874,434,4319
267,681,194,4007,579,866,419,4220
209,649,174,4118,551,888,420,4410
257,739,177,4910,546,910,440,5042
261,615,219,3788,626,774,544,3341
252,634,204,4097,534,858,474,3909
242,628,217,3887,574,854,469,3924
238,669,170,4498,542,868,443,4348
256,788,181,5289,540,917,446,4851
243,790,177,5211,547,921,425,5021
216,685,158,4816,535,863,413,4643
257,696,210,4093,540,837,410,4122
211,672,163,4189,546,848,389,4299
251,698,192,4474,560,881,438,4495
235,729,206,4108,541,850,412,4217
226,700,206,4132,540,874,390,4446
281,746,247,4790,546,937,421,5161
344,690,306,3900,588,793,462,3832
426,770,495,3755,569,877,467,3947
407,667,471,3825,570,840,485,3880
223,729,174,4951,574,869,428,4492
252,805,181,5182,541,911,433,4942
253,749,219,4526,544,874,416,4455
318,756,371,4172,536,855,439,4316
373,761,416,4273,526,865,402,4503
384,793,417,4163,533,860,414,4546
326,733,408,4036,510,823,406,4301
261,620,190,4295,549,855,408,4398
281,672,223,4535,568,935,434,4961
321,671,319,4505,585,797,508,3683
201,788,183,5524,561,902,431,4961
229,848,182,5633,531,918,425,5330
230,795,175,5223,547,911,402,4966
243,745,219,4748,541,882,453,4507
229,745,246,4750,533,904,444,4482
334,845,348,4712,539,918,433,4746
538,1011,636,3808,560,895,457,4470
564,964,763,3577,563,874,442,4242
329,832,418,4278,571,884,398,4482
325,812,391,4079,521,886,415,4606
232,649,233,4496,556,763,534,3684
242,759,179,5170,536,789,434,4516
250,829,186,5528,541,912,413,5348
258,809,211,5428,546,926,421,5434
232,827,191,5067,547,915,413,5123
214,745,168,4951,539,854,442,4834
197,741,143,5211,533,872,419,4882
228,825,194,5028,554,921,441,4917
403,903,472,4096,586,936,536,4235
439,866,516,4028,598,920,548,4279
356,838,296,4515,577,919,475,4709
330,838,385,4158,578,898,470,4541
209,692,177,4731,529,837,452,4364
225,733,163,5051,523,861,387,4983
235,770,186,5293,557,892,392,5450
283,829,226,5123,533,912,413,5287
257,783,242,4529,519,905,407,5167
240,764,221,4668,543,899,410,5026
231,788,199,5046,533,897,404,5065
262,823,217,5013,534,882,413,5208
266,814,270,4814,544,900,456,4634
198,821,262,4778,563,881,479,4710
250,823,265,4846,562,925,453,4938
295,831,270,4730,557,913,470,4722
303,679,329,3823,583,954,572,3872
248,720,194,4091,544,884,523,3928
258,655,135,4228,502,800,414,4132
248,651,124,4450,520,810,398,4562
198,675,149,4613,521,833,380,4906
189,679,180,4621,526,884,385,5170
253,727,203,4569,533,875,398,4954
232,755,213,4280,514,900,384,4936
238,755,219,4538,508,899,397,4925
234,792,204,4801,500,872,391,4981
262,799,225,4669,504,905,385,5292
243,814,218,4939,514,892,392,5203
232,803,180,5012,512,897,422,5111
277,816,212,4875,522,911,415,4993
268,777,220,4836,550,903,450,4727
261,646,160,4026,508,817,412,3897
201,605,147,4219,508,770,394,3903
231,614,112,4140,507,786,368,3972
241,672,118,4284,505,827,366,4235
192,558,104,4232,510,804,373,4388
193,633,107,4293,499,808,380,4420
223,627,127,4318,522,837,373,4538
246,703,187,4386,514,851,369,4650
250,729,204,4607,513,862,400,4726
224,759,199,4742,507,846,378,4835
215,734,161,4745,530,860,386,4952
206,736,142,4764,542,898,380,5126
202,682,138,4815,519,908,397,5156
186,669,155,4664,520,866,388,4875
194,660,227,4696,519,894,439,4742
204,553,185,4123,474,758,413,3754
204,590,166,4252,507,776,400,3829
222,594,126,4146,473,792,364,3870
230,592,126,4232,506,747,379,3911
203,642,127,4170,509,766,371,3994
214,666,136,4307,490,798,368,4051
183,560,121,4314,508,759,388,4077
181,597,116,4246,506,777,391,4037
184,597,135,4229,469,816,370,4240
290,722,218,4549,483,807,375,4476
252,740,253,4556,489,830,402,4587
221,712,230,4470,498,838,383,4703
222,714,117,4934,526,847,383,4775
162,645,147,4778,512,855,374,4731
222,710,164,4801,486,822,381,4594
210,632,131,4560,461,815,371,4373
241,626,244,4183,524,882,422,4397
214,616,129,4293,516,799,392,4082
229,564,155,4197,495,747,372,3952
227,603,165,4276,449,770,356,4152
223,646,156,4124,465,764,365,4040
228,657,136,4390,494,794,370,4010
211,694,125,4448,488,751,380,3891
202,599,104,4244,488,794,365,4189
210,603,94,4188,493,781,359,4165
218,620,142,4374,503,812,367,4397
266,772,207,4789,515,858,392,4677
235,759,264,4590,485,834,374,4675
226,746,255,4494,494,850,383,4721
200,699,150,4804,491,839,364,4837
179,673,125,4730,464,818,384,4689
259,740,169,4746,491,832,389,4670
144,595,135,4448,486,778,354,4297
214,620,122,4259,494,756,385,4200
244,635,146,4224,477,780,359,4197
254,661,188,4184,460,815,355,4343
243,633,140,4134,465,768,355,4048
243,663,134,4298,477,802,371,4067
220,601,104,4027,453,785,351,4124
237,612,107,4249,469,779,354,4227
246,679,135,4554,501,838,392,4521
239,735,158,4780,488,826,395,4662
250,703,246,4466,485,831,350,4600
233,681,179,4302,499,813,365,4567
188,641,102,4633,487,794,370,4727
241,716,145,4726,479,832,390,4620
283,734,192,4665,498,873,412,4612
164,598,160,4296,486,792,364,4368
246,551,127,4257,488,748,379,3842
247,653,159,4151,471,819,363,4299
262,625,160,3881,478,800,358,4181
262,618,209,4082,472,778,360,4126
229,668,140,4110,494,800,370,4123
207,631,120,4151,453,775,372,3929
237,616,146,3995,425,753,334,3882
225,616,141,4200,474,824,364,4308
221,664,151,4367,490,828,371,4553
190,681,116,4658,458,832,368,4563
243,730,156,4699,508,840,384,4718
274,753,219,4854,520,864,407,4568
